loc,noa,nom,totalLOCOfInnerClasses,numberOfAnnotatedMethodOverrides,classInheritsFromAndroidClass,decor,jdeodorant,jspirit,oracle_smelly
30,4,3,0,2,false,false,false,false,false
1053,56,80,0,19,false,true,true,true,true
103,2,6,0,0,false,false,false,false,false
235,13,28,0,11,false,false,true,false,false
155,2,8,0,0,false,false,false,false,false
396,16,30,0,9,false,false,false,true,false
249,5,16,49,1,false,false,false,true,false
49,1,2,0,1,false,false,false,false,false
4,0,2,0,0,false,false,false,false,false
130,21,5,0,1,false,false,false,false,false
210,17,23,0,12,false,false,false,true,false
48,5,3,10,2,true,false,false,false,false
10,0,2,0,1,true,false,false,false,false
71,3,5,0,0,false,false,true,false,false
55,3,3,39,0,false,false,false,false,false
39,5,5,0,1,true,false,false,false,false
66,1,4,0,0,false,false,false,false,false
167,4,6,4,0,false,false,false,false,false
4,2,0,0,0,false,false,false,false,false
23,3,3,0,0,false,false,false,false,false
218,13,9,60,0,false,false,false,false,false
60,2,5,0,1,false,false,false,false,false
18,3,3,0,0,false,false,false,false,false
118,10,9,0,4,false,false,false,false,false
62,2,5,0,2,false,false,false,false,false
43,1,3,0,1,true,false,false,false,false
148,14,12,0,3,true,false,false,false,false
107,4,3,51,2,true,false,false,false,false
41,1,5,0,1,true,false,false,false,false
10,3,1,0,0,false,false,false,false,false
319,6,10,114,4,true,false,false,false,false
95,3,7,22,4,false,false,false,false,false
22,5,2,0,1,false,false,false,false,false
19,1,2,0,1,false,false,false,false,false
453,15,29,0,8,true,false,false,true,true
517,32,23,0,9,false,true,true,true,false
429,2,12,0,0,false,false,false,true,false
424,19,29,169,4,false,false,true,true,false
17,6,1,0,0,false,false,false,false,false
82,0,5,0,4,true,false,false,false,false
28,8,2,0,0,false,false,false,false,false
42,0,5,0,0,false,false,false,false,false
76,1,8,0,0,false,false,false,false,false
60,6,8,0,5,false,false,false,false,false
527,21,31,57,10,true,true,true,true,true
16,0,2,0,1,true,false,false,false,false
8,2,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
27,1,4,0,3,true,false,false,false,false
469,6,34,29,8,false,false,false,true,true
29,0,1,0,1,true,false,false,false,false
315,25,16,0,7,true,false,false,true,false
353,12,33,68,14,false,false,false,true,false
48,1,4,0,4,false,false,false,false,false
20,1,1,0,1,true,false,false,false,false
105,6,18,0,13,true,false,false,false,false
420,11,35,47,14,false,false,true,true,false
47,0,2,0,2,true,false,false,false,false
147,11,9,0,3,false,false,false,false,false
161,4,8,20,2,true,false,false,false,false
20,8,1,0,0,false,false,false,false,false
289,18,29,0,11,true,false,false,true,false
101,7,12,12,5,false,false,false,false,false
12,3,1,0,0,false,false,false,false,false
74,1,9,22,4,false,false,false,false,false
22,3,3,0,0,false,false,false,false,false
49,1,2,0,1,true,false,false,false,false
97,14,15,0,2,true,false,false,false,false
172,8,11,36,5,false,false,true,false,false
36,7,1,0,0,false,false,false,false,false
194,8,18,56,0,false,false,true,false,false
56,4,6,0,0,false,false,true,false,false
138,4,16,14,6,false,false,false,false,false
14,5,1,0,0,false,false,false,false,false
277,14,23,79,13,true,false,true,true,false
79,1,2,0,2,true,false,false,false,false
15,0,1,0,1,true,false,false,false,false
478,20,41,0,11,true,false,true,true,true
15,0,1,0,1,true,false,false,false,false
64,0,0,62,0,false,false,false,false,false
9,1,2,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
8,2,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
8,2,1,0,0,false,false,false,false,false
9,1,2,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
8,1,2,0,0,false,false,false,false,false
243,5,16,33,5,false,false,false,true,false
33,1,7,0,4,false,false,false,false,false
7,0,2,0,0,false,false,false,false,false
15,1,1,0,0,true,false,false,false,false
63,2,7,0,0,false,false,false,false,false
83,0,5,0,0,false,false,false,false,false
408,13,18,0,0,false,false,false,true,false
123,8,10,0,1,true,false,false,false,false
32,3,5,0,3,true,false,false,false,false
294,14,22,34,4,false,false,true,true,false
10,0,2,0,2,true,false,false,false,false
24,9,1,0,0,false,false,false,false,false
88,4,8,12,3,false,false,false,false,false
12,0,2,0,2,true,false,false,false,false
107,4,10,29,4,true,false,false,false,false
29,0,2,0,2,false,false,false,false,false
180,0,0,178,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
13,4,1,0,0,false,false,false,false,false
9,2,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
112,7,8,0,0,false,false,false,false,false
7,1,1,0,0,false,false,false,false,false
76,1,2,33,0,false,false,false,false,false
33,2,3,0,2,false,false,false,false,false
172,2,15,100,12,true,false,false,false,false
100,3,11,0,10,true,false,false,false,false
217,11,8,146,4,false,false,false,false,false
26,6,1,0,0,false,false,false,false,false
57,0,5,0,4,true,false,false,false,false
29,8,2,0,0,false,false,false,false,false
34,0,4,0,0,false,false,false,false,false
80,2,16,0,12,true,false,false,false,false
183,5,12,0,6,true,false,true,false,false
9,0,2,0,0,true,false,false,false,false
95,1,4,44,0,false,false,false,false,false
44,3,3,0,2,false,false,false,false,false
212,7,13,59,5,false,false,false,false,false
27,0,6,0,5,true,false,false,false,false
10,0,1,0,0,false,false,false,false,false
22,4,2,0,0,false,false,false,false,false
100,2,16,23,12,true,false,false,false,false
23,2,2,0,1,true,false,false,false,false
176,2,16,97,12,true,false,false,false,false
97,2,11,0,10,true,false,false,false,false
404,0,22,0,4,true,false,false,true,false
249,5,13,0,0,false,false,false,true,false
98,3,8,0,3,false,false,true,false,false
53,4,4,0,4,true,false,false,false,false
252,10,30,0,6,true,false,false,true,false
714,24,33,70,15,false,true,false,false,true
8,0,2,0,2,false,false,false,false,false
62,2,7,6,5,true,false,false,false,false
6,1,1,0,0,false,false,false,false,false
291,5,23,71,14,true,false,false,true,false
71,3,2,0,1,true,false,false,false,false
634,38,14,269,6,false,true,false,false,true
112,4,11,0,10,true,false,false,false,false
104,3,11,0,10,true,false,false,false,false
53,1,3,0,2,false,false,false,false,false
144,3,15,46,12,true,false,false,false,false
46,3,5,0,4,true,false,false,false,false
430,0,24,0,0,false,false,false,true,false
55,2,8,0,5,true,false,false,false,false
180,4,20,41,13,true,false,false,true,false
41,3,2,0,1,true,false,false,false,false
41,1,6,0,4,true,false,false,false,false
166,2,18,41,12,true,false,false,false,false
12,0,2,0,2,true,false,false,false,false
29,3,2,0,1,true,false,false,false,false
24,1,5,0,1,false,false,false,false,false
233,24,16,0,6,true,false,false,false,false
586,27,22,67,10,true,true,false,true,true
67,8,4,0,0,false,false,false,false,false
163,2,15,90,12,true,false,false,false,false
90,2,11,0,10,true,false,false,false,false
140,4,13,0,8,true,false,false,false,false
222,2,16,143,12,true,false,false,false,false
143,4,11,6,10,true,false,false,false,false
6,4,0,0,0,false,false,false,false,false
87,2,9,0,5,true,false,false,false,false
243,13,11,0,7,false,false,true,true,false
54,0,2,0,1,true,false,false,false,false
154,2,18,30,12,true,false,false,false,false
30,2,2,0,1,true,false,false,false,false
24,1,5,0,1,true,false,false,false,false
14,12,0,0,0,false,false,false,false,false
82,5,12,0,4,true,false,true,false,false
147,3,9,0,0,false,false,false,false,false
46,7,10,0,0,false,false,false,false,false
20,2,3,0,0,false,false,false,false,false
52,9,11,0,0,false,false,false,false,false
59,5,9,0,0,false,false,false,false,false
296,7,16,83,0,false,false,false,false,false
16,2,4,0,0,false,false,false,false,false
30,4,8,0,0,false,false,false,false,false
23,3,6,0,0,false,false,false,false,false
14,2,3,0,0,false,false,false,false,false
82,8,16,0,0,false,false,false,false,false
82,7,15,0,0,false,false,false,false,false
62,9,11,0,0,false,false,false,false,false
18,1,4,0,0,false,false,false,false,false
62,6,10,0,0,false,false,false,false,false
55,7,9,0,0,false,false,false,false,false
14,2,3,0,0,false,false,false,false,false
10,1,2,0,0,false,false,false,false,false
67,4,9,0,0,false,false,false,false,false
47,7,9,0,0,false,false,false,false,false
79,9,12,0,0,false,false,false,false,false
44,6,12,0,0,false,false,false,false,false
29,3,5,0,0,false,false,false,false,false
19,3,4,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
64,6,10,0,0,false,false,false,false,false
79,5,12,0,0,false,false,false,false,false
89,8,16,0,0,false,false,false,false,false
54,10,11,0,0,false,false,false,false,false
110,5,11,0,0,false,false,false,false,false
32,5,7,0,0,false,false,false,false,false
27,2,4,0,0,false,false,false,false,false
64,6,10,0,0,false,false,false,false,false
50,6,10,0,0,false,false,false,false,false
35,5,7,0,0,false,false,false,false,false
44,5,7,0,0,false,false,false,false,false
86,10,16,0,0,false,false,false,false,false
68,5,8,0,0,false,false,false,false,false
5,0,1,0,0,false,false,false,false,false
24,2,2,0,1,true,false,false,false,false
430,12,14,76,4,true,false,false,true,false
76,6,3,0,2,false,false,false,false,false
145,5,15,0,9,false,false,false,false,false
124,3,11,33,6,true,false,false,false,false
33,3,7,0,6,true,false,false,false,false
25,0,3,0,0,false,false,false,false,false
611,37,35,95,9,true,true,true,true,true
95,2,9,0,0,false,false,false,false,false
190,17,16,0,12,false,false,false,false,false
276,11,15,0,8,true,false,false,true,false
42,22,3,0,0,true,false,true,false,false
78,0,15,47,4,false,false,false,false,false
47,2,7,0,5,true,false,false,false,false
384,13,24,24,5,true,false,true,true,false
24,10,1,0,0,false,false,false,false,false
185,3,20,14,8,true,false,false,true,false
14,0,2,0,1,true,false,false,false,false
283,0,26,30,0,false,false,false,true,false
30,1,3,0,2,true,false,false,false,false
187,5,15,0,9,false,false,false,false,false
97,1,4,16,1,false,false,false,false,false
16,6,1,0,0,false,false,false,false,false
423,15,37,0,24,false,false,false,true,false
366,17,22,46,15,false,false,true,true,false
46,1,5,14,3,false,false,false,false,false
14,5,1,0,0,false,false,false,false,false
277,16,21,0,10,true,false,false,true,false
118,9,8,0,6,false,false,false,false,false
45,0,0,43,0,false,false,false,false,false
14,5,1,0,0,false,false,false,false,false
13,3,2,0,0,false,false,false,false,false
8,2,1,0,0,false,false,false,false,false
8,2,1,0,0,false,false,false,false,false
73,5,6,0,4,true,false,false,false,false
172,8,12,0,4,true,false,false,false,false
14,2,2,0,1,false,false,false,false,false
1620,78,121,0,0,false,true,true,false,true
583,22,35,146,2,false,true,false,true,true
146,8,16,0,10,false,false,false,false,false
15,13,0,0,0,false,false,false,false,false
3,0,1,0,0,false,false,false,false,false
54,5,7,0,0,false,false,false,false,false
15,1,1,0,0,false,false,false,false,false
167,0,16,0,0,false,false,false,false,false
81,3,7,0,5,true,false,false,false,false
70,0,3,0,0,false,false,false,false,false
196,9,23,0,0,false,false,false,false,false
98,0,9,0,0,false,false,false,false,false
38,2,6,0,1,true,false,false,false,false
32,0,7,0,0,false,false,false,false,false
320,0,12,6,0,false,false,false,true,false
6,1,0,0,0,false,false,false,false,false
575,12,29,40,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
8,2,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
39,1,4,0,1,true,false,false,false,false
23,0,5,0,3,false,false,false,false,false
24,0,0,22,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
2,0,0,0,0,false,false,false,false,false
6,1,1,0,0,false,false,false,false,false
214,2,23,0,0,false,false,false,true,false
28,2,5,0,0,false,false,false,false,false
86,1,1,0,0,false,false,false,false,false
69,0,9,0,0,false,false,false,false,false
112,0,4,0,0,false,false,false,false,false
242,10,21,0,0,false,false,false,false,false
212,4,17,0,0,false,false,true,false,false
3,0,1,0,0,false,false,false,false,false
9,1,1,0,0,false,false,false,false,false
20,0,2,0,1,false,false,false,false,false
72,1,3,0,0,false,false,false,false,false
27,1,3,0,3,false,false,false,false,false
185,5,8,0,1,false,false,true,false,false
89,3,5,38,0,false,false,false,false,false
38,1,4,0,3,false,false,false,false,false
22,2,3,0,2,false,false,false,false,false
39,3,3,9,1,true,false,false,false,false
9,1,2,0,0,false,false,false,false,false
5,0,1,0,0,false,false,false,false,false
260,4,32,0,0,false,false,false,true,false
283,1,25,0,0,false,false,false,true,false
131,4,15,0,4,true,false,false,false,false
33,0,5,0,0,false,false,false,false,false
55,2,6,0,0,false,false,false,false,false
575,4,51,0,0,false,true,false,true,false
59,2,10,0,0,false,false,false,false,false
204,1,23,0,0,false,false,false,false,false
147,2,13,0,0,false,false,false,false,false
111,2,15,0,0,false,false,false,false,false
286,1,25,0,0,false,false,false,true,false
163,0,12,0,0,false,false,false,false,false
299,2,22,0,0,false,false,false,false,false
150,1,11,0,0,false,false,false,false,false
89,1,12,0,0,false,false,false,false,false
42,0,12,3,0,false,false,false,false,false
3,1,0,0,0,false,false,false,false,false
120,11,19,0,0,false,false,true,false,false
24,0,3,0,3,false,false,false,false,false
398,39,88,0,2,false,false,true,true,false
517,47,84,0,0,false,true,true,true,true
471,29,79,0,0,false,false,true,true,true
66,0,6,0,1,false,false,false,false,false
23,2,5,0,0,false,false,false,false,false
29,2,4,0,0,false,false,false,false,false
84,11,7,0,0,false,false,false,false,false
185,19,41,0,0,false,false,true,true,false
151,10,23,0,2,false,false,true,true,false
135,14,24,0,0,false,false,true,false,false
38,2,5,0,0,false,false,false,false,false
130,13,16,0,0,false,false,true,false,false
87,5,14,0,1,false,false,false,false,false
87,8,16,0,0,false,false,true,false,false
83,0,5,0,0,false,false,false,false,false
72,0,4,0,0,false,false,false,false,false
34,0,4,0,1,false,false,false,false,false
3,0,1,0,0,false,false,false,false,false
427,21,57,22,0,false,false,true,true,false
5,0,1,0,1,false,false,false,false,false
17,2,3,0,0,false,false,false,false,false
51,0,4,0,0,false,false,false,false,false
121,10,19,0,0,false,false,true,false,false
166,15,32,0,0,false,false,true,true,false
39,2,7,0,2,false,false,false,false,false
56,0,5,0,1,false,false,false,false,false
6,0,1,0,0,false,false,false,false,false
71,8,12,0,0,false,false,false,false,false
62,0,7,0,0,false,false,false,false,false
305,72,11,0,1,false,false,false,false,false
105,17,17,0,1,false,false,true,false,false
42,0,3,0,0,false,false,false,false,false
47,6,7,0,0,false,false,false,false,false
150,23,25,0,0,false,false,false,false,false
53,7,10,0,0,false,false,true,false,false
53,13,3,0,0,false,false,false,false,false
17,2,3,0,0,false,false,false,false,false
24,0,3,0,0,false,false,false,false,false
5,0,1,0,1,false,false,false,false,false
20,1,4,0,4,true,false,false,false,false
365,11,8,304,4,true,false,false,false,false
304,8,17,0,0,false,false,false,false,false
687,33,19,477,1,false,true,false,false,false
477,0,24,0,0,false,false,false,false,true
41,0,3,0,1,true,false,false,false,false
33,0,7,0,0,false,false,false,false,false
93,6,8,0,3,true,false,false,false,false
14,0,3,0,0,false,false,false,false,false
93,4,4,0,0,false,false,false,false,false
80,7,2,0,0,false,false,false,false,false
18,1,3,0,0,true,false,false,false,false
14,0,3,0,0,false,false,false,false,false
44,1,5,19,1,false,false,false,false,false
19,0,3,0,2,true,false,false,false,false
17,0,3,0,0,false,false,false,false,false
17,0,4,0,1,true,false,false,false,false
62,4,9,0,2,true,false,false,false,false
28,2,3,0,1,true,false,false,false,false
290,13,29,0,9,true,false,false,true,false
57,1,7,0,1,false,false,false,false,false
102,13,8,0,0,true,false,false,false,false
17,0,3,0,0,false,false,false,false,false
95,3,7,18,6,true,false,false,false,false
18,3,2,0,0,true,false,false,false,false
29,1,5,0,4,true,false,false,false,false
69,1,8,0,1,false,false,false,false,false
13,0,3,0,0,false,false,false,false,false
59,1,4,0,0,false,false,false,false,false
325,11,23,82,3,false,false,false,true,false
43,3,3,0,2,false,false,false,false,false
39,4,3,0,2,true,false,false,false,false
46,3,3,0,2,true,false,false,false,false
325,2,12,221,3,true,false,false,false,false
18,4,0,0,0,false,false,false,false,false
10,0,2,0,1,true,false,false,false,false
193,6,20,0,14,false,false,false,false,false
61,5,6,0,2,false,false,false,false,false
27,3,3,0,1,false,false,false,false,false
17,0,3,0,0,false,false,false,false,false
37,1,5,0,2,false,false,false,false,false
129,3,14,26,8,true,false,false,false,false
26,2,5,0,1,true,false,false,false,false
5,0,1,0,0,false,false,false,false,false
248,17,3,0,0,false,false,false,false,false
929,2,9,635,0,false,false,false,true,false
25,23,0,0,0,false,false,false,false,false
3,1,0,0,0,false,false,false,false,false
16,3,2,0,0,true,false,false,false,false
39,1,2,0,1,true,false,false,false,false
122,4,4,0,2,true,false,false,false,false
23,0,1,0,1,true,false,false,false,false
92,3,4,0,2,true,false,false,false,false
56,5,3,0,2,true,false,false,false,false
58,2,3,0,2,true,false,false,false,false
108,3,4,0,2,true,false,false,false,false
49,2,3,0,2,true,false,false,false,false
44,1,5,0,2,true,false,false,false,false
3,0,1,0,0,false,false,false,false,false
18,0,2,0,0,false,false,false,false,false
11,1,2,0,0,false,false,false,false,false
10,0,8,0,0,false,false,false,false,false
538,18,21,205,0,false,true,false,true,false
8,0,1,0,0,false,false,false,false,false
171,5,4,0,1,false,false,false,false,false
3,1,0,0,0,false,false,false,false,false
23,1,4,0,3,false,false,false,false,false
7,0,1,0,1,false,false,false,false,false
69,4,13,0,9,false,false,true,false,false
21,3,4,0,0,false,false,false,false,false
9,1,1,0,0,false,false,false,false,false
103,2,11,0,1,false,false,false,false,false
401,1,17,15,0,false,false,false,true,false
15,5,1,0,0,false,false,false,false,false
